timestamp,human_readable_date,humidity,soil,tempf,voltage
1556724480983,2019-05-01 11:28:00-04:00,-5.0,2631.0,-5.0,4.205633
1556724415028,2019-05-01 11:26:55-04:00,-5.0,2623.0,-5.0,4.210123
1556724348998,2019-05-01 11:25:48-04:00,-5.0,2626.0,-5.0,4.221346
1556724283078,2019-05-01 11:24:43-04:00,-5.0,2629.0,-5.0,4.206755
1556724216979,2019-05-01 11:23:36-04:00,-5.0,2646.0,-5.0,4.206755
1556724151017,2019-05-01 11:22:31-04:00,-5.0,2643.0,-5.0,4.202266
1556724085017,2019-05-01 11:21:25-04:00,-5.0,2643.0,-5.0,4.201143
1556724019406,2019-05-01 11:20:19-04:00,-5.0,2639.0,-5.0,4.211245
1556723953007,2019-05-01 11:19:13-04:00,-5.0,2629.0,-5.0,4.211245
1556723887403,2019-05-01 11:18:07-04:00,-5.0,2644.0,-5.0,4.220224
1556723820942,2019-05-01 11:17:00-04:00,-5.0,2634.0,-5.0,4.217979
1556723755727,2019-05-01 11:15:55-04:00,-5.0,2619.0,-5.0,4.220224
1556723689052,2019-05-01 11:14:49-04:00,-5.0,2624.0,-5.0,4.20451
1556723623064,2019-05-01 11:13:43-04:00,-5.0,2645.0,-5.0,4.201143
1556723557542,2019-05-01 11:12:37-04:00,-5.0,2627.0,-5.0,4.220224
1556723490960,2019-05-01 11:11:30-04:00,-5.0,2640.0,-5.0,4.212367
1556723425096,2019-05-01 11:10:25-04:00,-5.0,2618.0,-5.0,4.202266
1556723359026,2019-05-01 11:09:19-04:00,-5.0,2636.0,-5.0,4.202266
1556723293011,2019-05-01 11:08:13-04:00,-5.0,2628.0,-5.0,4.211245
1556723227109,2019-05-01 11:07:07-04:00,-5.0,2620.0,-5.0,4.221346
1556723160914,2019-05-01 11:06:00-04:00,-5.0,2627.0,-5.0,4.202266
1556723095531,2019-05-01 11:04:55-04:00,-5.0,2619.0,-5.0,4.210123
1556723029078,2019-05-01 11:03:49-04:00,-5.0,2615.0,-5.0,4.206755
1556722962882,2019-05-01 11:02:42-04:00,-5.0,2621.0,-5.0,4.210123
1556722896987,2019-05-01 11:01:36-04:00,-5.0,2620.0,-5.0,4.207878
1556722831113,2019-05-01 11:00:31-04:00,-5.0,2624.0,-5.0,4.207878
1556722765077,2019-05-01 10:59:25-04:00,-5.0,2627.0,-5.0,4.220224
