observation,soil
17708,2472
17709,2496
17710,2472
17711,2478
17712,2495
17713,2480
17714,2477
17715,2462
17716,2459
17717,2455
17718,2436
17719,2407
17720,2304
17721,3100
17722,3095
17723,3086
17724,3091
17725,3093
17726,3091
17727,3101
17728,3098
17729,3087
17730,3097
17731,3105
17732,3099
17733,3075
17734,3090
17735,3100
17736,3084
17737,3096
17738,3106
17739,3102
17740,3103
17741,3091
17742,3093
17743,3090
17744,3096
17745,3087
17746,3086
17747,3106
17748,3096
17749,3090
17750,3090
17751,3095
17752,3096
17753,3087
17754,3103
17755,3098
17756,3090
17757,3093
17758,3099
17759,3103
17760,3097
17761,3101
17762,3083
17763,3119
17764,3079
17765,3093
17766,3107
17767,3087
17768,3098
17769,3092
17770,3104
17771,3089
17772,3095
17773,3086
17774,3113
17775,3100
17776,3089
17777,3086
17778,3107
17779,3101
17780,3089
17781,3095
17782,3110
17783,3092
17784,3089
17785,3103
17786,3087
17787,3102
17788,3088
17789,3099
17790,3096
17791,3088
17792,3095
17793,3087
17794,3097
17795,3089
17796,3088
17797,3095
17798,3096
17799,3093
17800,3093
17801,3101
17802,3098
17803,3089
17804,3095
17805,3095
17806,3104
17807,3094
17808,3100
17809,3093
17810,3102
17811,3084
17812,3090
17813,3105
17814,3091
17815,3092
17816,3087
17817,3093
17818,3107
17819,3088
17820,3091
17821,3090
17822,3101
17823,3086
17824,3094
17825,3093
17826,3088
17827,3084
17828,3118
17829,3079
17830,3082
17831,3085
17832,3089
17833,3083
17834,3102
17835,3095
17836,3099
17837,3105
17838,3102
17839,3082
17840,3091
17841,3096
17842,3100
17843,3087
17844,3105
17845,3111
17846,3095
17847,3103
17848,3095
17849,3095
17850,3086
17851,3090
17852,3066
17853,3098
17854,3097
17855,3109
17856,3097
17857,3091
17858,3078
17859,3097
17860,3120
17861,3101
17862,3100
17863,3110
17864,3111
17865,3112
17866,3096
17867,3118
17868,3109
17869,3099
17870,3109
17871,3108
17872,3100
17873,3103
17874,3103
17875,3122
17876,3095
17877,3099
17878,3104
17879,3115
17880,3097
17881,3087
17882,3109
17883,3103
17884,3114
17885,3102
17886,3095
17887,3103
17888,3112
17889,3101
17890,3107
17891,3117
17892,3103
17893,3119
17894,3103
17895,3104
17896,3102
17897,3100
17898,3116
17899,3112
17900,3107
17901,3100
17902,3113
17903,3104
17904,3102
17905,3109
17906,3103
17907,3096
17908,3115
17909,3095
17910,3103
17911,3111
17912,3104
17913,3104
17914,3110
17915,3105
17916,3105
17917,3106
17918,3105
17919,3103
17920,3103
17921,3104
17922,3103
17923,3113
17924,3104
17925,3115
17926,3104
17927,3112
17928,3116
17929,3116
17930,3106
17931,3112
17932,3113
17933,3127
17934,3102
17935,3127
17936,3106
17937,3076
17938,3072
17939,3072
17940,3072
17941,3069
17942,3082
17943,3081
17944,3066
17945,3073
17946,3071
17947,3077
17948,3081
17949,3089
17950,3096
17951,3077
17952,3087
17953,3089
17954,3087
17955,3078
17956,3077
17957,3092
17958,3099
17959,3103
17960,3092
17961,3086
17962,3080
17963,3104
17964,3105
17965,3078
17966,3096
17967,3087
17968,3104
17969,3079
17970,3081
17971,3096
17972,3088
17973,3100
17974,3109
17975,3095
17976,3095
17977,3102
17978,3107
17979,3103
17980,3092
17981,3095
17982,3104
17983,3098
17984,3102
17985,3096
17986,3103
17987,3108
17988,3110
17989,3112
17990,3109
17991,3108
17992,3109
17993,3104
17994,3111
17995,3112
17996,3112
17997,3102
17998,3107
17999,3111
18000,3108
18001,3104
18002,3111
18003,3112
18004,3100
18005,3113
18006,3094
18007,3097
18008,3091
18009,3106
18010,3105
18011,3107
18012,3088
18013,3091
18014,3087
18015,3100
18016,3091
18017,3092
18018,3099
18019,3100
18020,3108
18021,3094
18022,3103
18023,3093
18024,3097
18025,3096
18026,3101
18027,3097
18028,3072
18029,3090
18030,3083
18031,3085
18032,3065
18033,3090
18034,3077
18035,3085
18036,3074
18037,3077
18038,3109
18039,3085
18040,3084
18041,3103
18042,3082
18043,3081
18044,3088
18045,3076
18046,3078
18047,3081
18048,3086
18049,3080
18050,3077
18051,3072
18052,3075
18053,3078
18054,3075
18055,3079
18056,3078
18057,3077
18058,3076
18059,3080
18060,3079
18061,3075
18062,3072
18063,3080
18064,3070
18065,3063
18066,3073
18067,3061
18068,3072
18069,3068
18070,3075
18071,3064
18072,3063
18073,3081
18074,3059
18075,3068
18076,3057
18077,3064
18078,3040
18079,3040
18080,3046
18081,3041
18082,3040
18083,3052
18084,3047
18085,3039
18086,3051
18087,3048
18088,3036
18089,3035
18090,3052
18091,3047
18092,3049
18093,3056
18094,3035
18095,3039
18096,3045
18097,3031
18098,3052
18099,3037
18100,3044
18101,3040
18102,3035
18103,3037
18104,3031
18105,3044
18106,3054
18107,3051
18108,3059
18109,3064
18110,3051
18111,3060
18112,3071
18113,3065
18114,3060
18115,3054
18116,3053
18117,3053
18118,3033
18119,3040
18120,3046
18121,3042
18122,3054
18123,3046
18124,3055
18125,3047
18126,3047
18127,3049
18128,3057
18129,3063
18130,3057
18131,3057
18132,3054
18133,3057
18134,3048
18135,3056
18136,3051
18137,3056
18138,3057
18139,3050
18140,3039
18141,3057
18142,3062
18143,3051
18144,3052
18145,3048
18146,3072
18147,3065
18148,3064
18149,3062
18150,3058
18151,3072
18152,3047
18153,3057
18154,3038
18155,3018
18156,3005
18157,2990
18158,2985
18159,2981
18160,2978
18161,2978
18162,2972
18163,2978
18164,2972
18165,2968
18166,2973
18167,2972
18168,2977
18169,2957
18170,2967
18171,2969
18172,2957
18173,2972
18174,2967
18175,2960
18176,2959
18177,2959
18178,2972
18179,2966
18180,2964
18181,2971
18182,2958
18183,2966
18184,2957
18185,2971
18186,2953
18187,2958
18188,2952
18189,2952
18190,2947
18191,2973
18192,2946
18193,2944
18194,2956
18195,2945
18196,2951
18197,2951
18198,2960
18199,2947
18200,2951
18201,2938
18202,2945
18203,2947
18204,2940
18205,2931
18206,2948
18207,2948
18208,2941
18209,2927
18210,2935
18211,2936
18212,2919
18213,2934
18214,2932
18215,2921
18216,2931
18217,2937
18218,2919
18219,2928
18220,2943
18221,2929
18222,2946
18223,2933
18224,2943
18225,2942
18226,2937
18227,2945
18228,2940
18229,2931
18230,2942
18231,2945
18232,2937
18233,2947
18234,2943
18235,2924
18236,2939
18237,2940
18238,2944
18239,2933
18240,2951
18241,2935
18242,2958
18243,2951
18244,2958
18245,2968
18246,2974
18247,2974
18248,2964
18249,2961
18250,2979
18251,2980
18252,2975
18253,2974
18254,2988
18255,2976
18256,2995
18257,3000
18258,2986
18259,2987
18260,2982
18261,2987
18262,2982
18263,2980
18264,2990
18265,2997
18266,3000
18267,2975
18268,2989
18269,2982
18270,2985
18271,2992
18272,2986
18273,3002
18274,2984
18275,2984
18276,3001
18277,2991
18278,2990
18279,2995
18280,2979
18281,2984
18282,2977
18283,2987
18284,2986
18285,3000
18286,2984
18287,2993
18288,2985
18289,2980
18290,2984
18291,2998
18292,2992
18293,2992
18294,2996
18295,2986
18296,2987
18297,3008
18298,3016
18299,2990
18300,2985
18301,2993
18302,3009
18303,2992
18304,2990
18305,2996
18306,2983
18307,2994
18308,2987
18309,2995
18310,2991
18311,2989
18312,2979
18313,3002
18314,3003
18315,2983
18316,2996
18317,2983
18318,2999
18319,2988
18320,2975
18321,2993
18322,2988
18323,2975
18324,2972
18325,2972
18326,2992
18327,2991
18328,2974
18329,2987
18330,2977
18331,2972
18332,2979
18333,2967
18334,2985
18335,2965
18336,2972
18337,2968
18338,2965
18339,2971
18340,2968
18341,2964
18342,2958
18343,2963
18344,2968
18345,2977
18346,2959
18347,2962
18348,2952
18349,2949
18350,2956
18351,2960
18352,2960
18353,2953
18354,2941
18355,2951
18356,2961
18357,2956
18358,2958
18359,2951
18360,2965
18361,2952
18362,2952
18363,2948
18364,2962
18365,2965
18366,2945
18367,2965
18368,2944
18369,2949
18370,2952
18371,2952
18372,2952
18373,2955
18374,2953
18375,2965
18376,2948
18377,2948
18378,2952
18379,2962
18380,2952
18381,2937
18382,2945
18383,2955
18384,2959
18385,2947
18386,2944
18387,2951
18388,2944
18389,2949
18390,2950
18391,2935
18392,2946
18393,2948
18394,2947
18395,2939
18396,2945
18397,2935
18398,2937
18399,2946
18400,2940
18401,2932
18402,2940
18403,2951
18404,2953
18405,2941
18406,2930
18407,2940
18408,2952
18409,2944
18410,2949
18411,2943
18412,2942
18413,2929
18414,2939
18415,2950
18416,2948
18417,2944
18418,2935
18419,2935
18420,2938
18421,2948
18422,2951
18423,2952
18424,2945
18425,2951
18426,2950
18427,2951
18428,2949
18429,2952
18430,2943
18431,2953
18432,2954
18433,2945
18434,2956
18435,2943
18436,2943
18437,2945
18438,2944
18439,2949
18440,2958
18441,2961
18442,2949
18443,2937
18444,2954
18445,2944
18446,2933
18447,2935
18448,2935
18449,2916
18450,2927
18451,2918
18452,2935
18453,2924
18454,2932
18455,2932
18456,2925
18457,2927
18458,2917
18459,2928
18460,2918
18461,2910
18462,2924
18463,2920
18464,2923
18465,2915
18466,2912
18467,2926
18468,2921
18469,2927
18470,2916
18471,2920
18472,2916
18473,2915
18474,2910
18475,2911
18476,2930
18477,2926
18478,2907
18479,2910
18480,2923
18481,2919
18482,2909
18483,2915
18484,2913
18485,2929
18486,2920
18487,2924
18488,2910
18489,2908
18490,2913
18491,2914
18492,2912
18493,2908
18494,2927
18495,2907
18496,2909
18497,2912
18498,2909
18499,2917
18500,2915
18501,2917
18502,2919
18503,2906
18504,2920
18505,2908
18506,2897
18507,2908
18508,2911
18509,2913
18510,2913
18511,2904
18512,2907
18513,2907
18514,2916
18515,2921
18516,2907
18517,2919
18518,2912
18519,2915
18520,2908
18521,2903
18522,2899
18523,2901
18524,2904
18525,2904
18526,2911
18527,2903
18528,2907
18529,2916
18530,2915
18531,2900
18532,2917
18533,2909
18534,2912
18535,2916
18536,2904
18537,2914
18538,2919
18539,2889
18540,2905
18541,2905
18542,2905
18543,2920
18544,2901
18545,2895
18546,2912
18547,2903
18548,2899
18549,2897
18550,2908
18551,2910
18552,2900
18553,2908
18554,2895
18555,2902
18556,2908
18557,2911
18558,2909
18559,2905
18560,2919
18561,2916
18562,2907
18563,2893
18564,2903
18565,2924
18566,2911
18567,2905
18568,2907
18569,2912
18570,2906
18571,2925
18572,2902
18573,2915
18574,2914
18575,2909
18576,2908
18577,2921
18578,2899
18579,2907
18580,2905
18581,2902
18582,2916
18583,2919
18584,2916
18585,2915
18586,2911
18587,2923
18588,2903
18589,2921
18590,2903
18591,2917
18592,2919
18593,2920
18594,2918
18595,2912
18596,2920
18597,2916
18598,2907
18599,2907
18600,2915
18601,2915
18602,2926
18603,2911
18604,2910
18605,2915
18606,2907
18607,2920
18608,2921
18609,2907
18610,2916
18611,2919
18612,2895
18613,2917
18614,2914
18615,2919
18616,2908
18617,2896
18618,2905
18619,2906
18620,2907
18621,2908
18622,2904
18623,2900
18624,2912
18625,2904
18626,2906
18627,2893
18628,2909
18629,2897
18630,2895
18631,2906
18632,2892
18633,2914
18634,2900
18635,2904
18636,2900
18637,2909
18638,2907
18639,2902
18640,2904
18641,2896
18642,2897
18643,2897
18644,2897
18645,2912
18646,2905
18647,2903
18648,2900
18649,2909
18650,2896
18651,2917
18652,2902
18653,2900
18654,2904
18655,2909
18656,2903
18657,2900
18658,2901
18659,2907
18660,2887
18661,2897
18662,2904
18663,2906
18664,2889
18665,2890
18666,2901
18667,2899
18668,2895
18669,2896
18670,2893
18671,2894
18672,2909
18673,2883
18674,2888
18675,2901
18676,2897
18677,2912
18678,2888
18679,2896
18680,2880
18681,2895
18682,2883
18683,2890
18684,2882
18685,2891
18686,2896
18687,2887
18688,2898
18689,2900
18690,2889
18691,2899
18692,2896
18693,2892
18694,2891
18695,2890
18696,2895
18697,2875
18698,2891
18699,2893
18700,2900
18701,2886
18702,2896
18703,2890
18704,2889
18705,2871
18706,2896
18707,2904
18708,2887
18709,2896
18710,2884
18711,2885
18712,2885
18713,2881
18714,2877
18715,2879
18716,2888
18717,2895
18718,2891
18719,2883
18720,2895
18721,2885
18722,2872
18723,2884
18724,2893
18725,2888
18726,2879
18727,2882
18728,2886
18729,2886
18730,2878
18731,2883
18732,2880
18733,2888
18734,2885
18735,2887
18736,2871
18737,2905
18738,2880
18739,2871
18740,2876
18741,2871
18742,2887
18743,2881
18744,2880
18745,2879
18746,2877
18747,2875
18748,2877
18749,2896
18750,2878
18751,2887
18752,2896
18753,2873
18754,2874
18755,2870
18756,2883
18757,2874
18758,2891
18759,2882
18760,2876
18761,2876
18762,2872
18763,2881
18764,2888
18765,2884
18766,2886
18767,2887
18768,2877
18769,2864
18770,2884
18771,2878
18772,2884
18773,2879
18774,2880
18775,2865
18776,2868
18777,2867
18778,2876
18779,2872
18780,2859
18781,2864
18782,2852
18783,2876
18784,2883
18785,2877
18786,2875
18787,2870
18788,2881
18789,2864
18790,2880
18791,2867
18792,2875
18793,2871
18794,2878
18795,2862
18796,2864
18797,2888
18798,2868
18799,2867
18800,2872
18801,2897
18802,2861
18803,2864
18804,2875
18805,2863
18806,2870
18807,2871
18808,2855
18809,2867
18810,2875
18811,2878
18812,2873
18813,2861
18814,2860
18815,2879
18816,2877
18817,2872
18818,2872
18819,2864
18820,2869
18821,2856
18822,2868
18823,2876
18824,2859
18825,2865
18826,2858
18827,2862
18828,2858
18829,2855
18830,2862
18831,2857
18832,2862
18833,2867
18834,2857
18835,2856
18836,2864
18837,2860
18838,2859
18839,2868
18840,2863
18841,2846
18842,2876
18843,2848
18844,2851
18845,2860
18846,2853
18847,2857
18848,2852
18849,2857
18850,2860
18851,2841
18852,2849
18853,2843
18854,2843
18855,2855
18856,2856
18857,2851
18858,2846
18859,2860
18860,2854
18861,2837
18862,2849
18863,2845
18864,2863
18865,2840
18866,2858
18867,2844
18868,2851
18869,2849
18870,2834
18871,2849
18872,2845
18873,2835
18874,2846
18875,2835
18876,2845
18877,2847
18878,2847
18879,2850
18880,2852
18881,2831
18882,2837
18883,2847
18884,2848
18885,2842
18886,2832
18887,2834
18888,2859
18889,2849
18890,2848
18891,2837
18892,2845
18893,2847
18894,2848
18895,2839
18896,2834
18897,2836
18898,2844
18899,2833
18900,2847
18901,2834
18902,2835
18903,2850
18904,2841
18905,2841
18906,2841
18907,2829
18908,2824
18909,2841
18910,2835
18911,2848
18912,2838
18913,2844
18914,2828
18915,2842
18916,2853
18917,2835
18918,2834
18919,2822
18920,2836
18921,2844
18922,2827
18923,2830
18924,2836
18925,2840
18926,2844
18927,2844
18928,2836
18929,2829
18930,2823
18931,2829
18932,2824
18933,2833
18934,2815
18935,2820
18936,2837
18937,2828
18938,2828
18939,2838
18940,2828
18941,2836
18942,2816
18943,2826
18944,2817
18945,2827
18946,2809
18947,2828
18948,2840
18949,2831
18950,2813
18951,2824
18952,2819
18953,2834
18954,2827
18955,2823
18956,2832
18957,2818
18958,2824
18959,2824
18960,2816
18961,2828
18962,2823
18963,2828
18964,2815
18965,2827
18966,2823
18967,2842
18968,2820
18969,2823
18970,2835
18971,2825
18972,2825
18973,2821
18974,2803
18975,2828
18976,2824
18977,2819
18978,2811
18979,2811
18980,2823
18981,2818
18982,2819
18983,2817
18984,2813
18985,2817
18986,2797
18987,2808
18988,2801
18989,2797
18990,2800
18991,2805
18992,2808
18993,2812
18994,2808
18995,2800
18996,2816
18997,2816
18998,2799
18999,2797
19000,2797
19001,2811
19002,2796
19003,2809
19004,2805
19005,2800
19006,2813
19007,2804
19008,2802
19009,2799
19010,2800
19011,2806
19012,2811
19013,2801
19014,2804
19015,2793
19016,2801
19017,2809
19018,2802
19019,2797
19020,2800
19021,2794
19022,2797
19023,2796
19024,2788
19025,2799
19026,2809
19027,2801
19028,2808
19029,2813
19030,2803
19031,2799
19032,2807
19033,2792
19034,2799
19035,2801
19036,2802
19037,2815
19038,2796
19039,2803
19040,2801
19041,2807
19042,2808
19043,2796
19044,2805
19045,2802
19046,2801
19047,2800
19048,2805
19049,2815
19050,2810
19051,2791
19052,2797
19053,2808
19054,2808
19055,2786
19056,2796
19057,2805
19058,2805
19059,2790
19060,2803
19061,2805
19062,2785
19063,2796
19064,2806
19065,2797
19066,2797
19067,2802
19068,2783
19069,2794
19070,2793
19071,2806
19072,2782
19073,2808
19074,2802
19075,2803
19076,2803
19077,2800
19078,2797
19079,2795
19080,2796
19081,2786
19082,2794
19083,2793
19084,2789
19085,2782
19086,2800
19087,2786
19088,2778
19089,2786
19090,2784
19091,2783
19092,2792
19093,2788
19094,2779
19095,2780
19096,2767
19097,2778
19098,2776
19099,2777
19100,2771
19101,2773
19102,2779
19103,2792
19104,2785
19105,2771
19106,2774
19107,2769
19108,2763
19109,2770
19110,2766
19111,2765
19112,2780
19113,2774
19114,2771
19115,2772
19116,2776
19117,2770
19118,2773
19119,2770
19120,2770
19121,2780
19122,2772
19123,2781
19124,2769
19125,2777
19126,2769
19127,2763
19128,2776
19129,2767
19130,2761
19131,2766
19132,2776
19133,2773
19134,2772
19135,2757
19136,2760
19137,2771
19138,2769
19139,2768
19140,2773
19141,2762
19142,2757
19143,2769
19144,2772
19145,2766
19146,2780
19147,2758
19148,2769
19149,2765
19150,2773
19151,2760
19152,2762
19153,2769
19154,2772
19155,2769
19156,2767
19157,2789
19158,2773
19159,2767
19160,2761
19161,2771
19162,2772
19163,2772
19164,2784
19165,2773
19166,2767
19167,2774
19168,2783
19169,2779
19170,2782
19171,2778
19172,2776
19173,2783
19174,2797
19175,2785
19176,2780
19177,2779
19178,2775
19179,2793
19180,2778
19181,2797
19182,2785
19183,2787
19184,2783
19185,2783
19186,2784
19187,2786
19188,2780
19189,2786
19190,2789
19191,2782
19192,2790
19193,2778
19194,2795
19195,2782
19196,2791
19197,2779
19198,2780
19199,2776
19200,2797
19201,2789
19202,2788
19203,2782
19204,2774
19205,2785
19206,2780
19207,2790
19208,2786
19209,2816
19210,2799
19211,2794
19212,2801
19213,2805
19214,2795
19215,2788
19216,2799
19217,2791
19218,2785
19219,2795
19220,2783
19221,2805
19222,2792
19223,2806
19224,2795
19225,2807
19226,2800
19227,2790
19228,2793
19229,2816
19230,2807
19231,2816
19232,2811
19233,2807
19234,2808
19235,2803
19236,2806
19237,2796
19238,2809
19239,2801
19240,2801
19241,2798
19242,2820
19243,2793
19244,2806
19245,2802
19246,2799
19247,2808
19248,2806
19249,2793
19250,2803
19251,2805
19252,2804
19253,2801
19254,2807
19255,2805
19256,2806
19257,2808
19258,2807
19259,2803
19260,2814
19261,2813
19262,2812
19263,2812
19264,2808
19265,2812
19266,2798
19267,2807
19268,2805
19269,2822
19270,2804
19271,2809
19272,2808
19273,2804
19274,2799
19275,2807
19276,2826
19277,2816
19278,2808
19279,2822
19280,2808
19281,2801
19282,2808
19283,2825
19284,2807
19285,2815
19286,2816
19287,2794
19288,2793
19289,2800
19290,2800
19291,2800
19292,2808
19293,2807
19294,2812
19295,2808
19296,2813
19297,2810
19298,2809
19299,2801
19300,2814
19301,2796
19302,2820
19303,2812
19304,2802
19305,2789
19306,2795
19307,2803
19308,2790
19309,2787
19310,2790
19311,2802
19312,2787
19313,2788
19314,2791
19315,2787
19316,2788
19317,2784
19318,2778
19319,2781
19320,2776
19321,2776
19322,2778
19323,2789
19324,2776
19325,2792
19326,2785
19327,2782
19328,2800
19329,2801
19330,2796
19331,2800
19332,2804
19333,2793
19334,2797
19335,2849
19336,2852
19337,2860
19338,2844
19339,2852
19340,2848
19341,2859
19342,2847
19343,2852
19344,2857
19345,2848
19346,2860
19347,2844
19348,2859
19349,2856
19350,2852
19351,2849
19352,2848
19353,2855
19354,2847
19355,2852
19356,2844
19357,2848
19358,2861
19359,2855
19360,2858
19361,2863
19362,2844
19363,2856
19364,2860
19365,2866
19366,2843
19367,2856
19368,2848
19369,2847
19370,2860
19371,2845
19372,2848
19373,2854
19374,2848
19375,2840
19376,2849
19377,2864
19378,2848
19379,2855
19380,2853
19381,2851
19382,2843
19383,2845
19384,2839
19385,2841
19386,2835
19387,2831
19388,2837
19389,2841
19390,2830
19391,2818
19392,2833
19393,2832
19394,2759
19395,2749
19396,2732
19397,2712
19398,2689
19399,2686
19400,2682
19401,2665
19402,2665
19403,2679
19404,2655
19405,2664
19406,2671
19407,2665
19408,2663
19409,2668
19410,2661
19411,2651
19412,2668
19413,2664
19414,2648
19415,2647
19416,2658
19417,2657
19418,2666
19419,2649
19420,2661
19421,2672
19422,2664
19423,2673
19424,2655
19425,2658
19426,2657
19427,2652
19428,2644
19429,2658
19430,2666
19431,2668
19432,2644
19433,2655
19434,2657
19435,2646
19436,2664
19437,2648
19438,2650
19439,2656
19440,2651
19441,2644
19442,2638
19443,2645
19444,2652
19445,2640
19446,2645
19447,2635
19448,2648
19449,2653
19450,2631
19451,2632
19452,2639
19453,2645
19454,2643
19455,2638
19456,2639
19457,2636
19458,2628
19459,2648
19460,2639
19461,2640
19462,2629
19463,2640
19464,2638
19465,2640
19466,2640
19467,2638
19468,2639
19469,2645
19470,2627
19471,2643
19472,2638
19473,2641
19474,2630
19475,2633
19476,2638
19477,2629
19478,2639
19479,2645
19480,2642
19481,2625
19482,2633
19483,2628
19484,2640
19485,2647
19486,2632
19487,2635
19488,2629
19489,2624
19490,2633
19491,2636
19492,2638
19493,2632
19494,2634
19495,2643
19496,2622
19497,2640
19498,2636
19499,2634
19500,2617
19501,2625
19502,2629
19503,2622
19504,2628
19505,2620
19506,2633
19507,2620
19508,2618
19509,2613
19510,2612
19511,2608
19512,2616
19513,2607
19514,2616
19515,2621
19516,2600
19517,2608
19518,2599
19519,2626
19520,2616
19521,2594
19522,2602
19523,2612
19524,2608
19525,2596
19526,2602
19527,2584
19528,2600
19529,2589
19530,2604
19531,2591
19532,2596
19533,2591
19534,2611
19535,2589
19536,2597
19537,2583
19538,2603
19539,2592
19540,2600
19541,2602
19542,2585
19543,2599
19544,2591
19545,2586
19546,2598
19547,2592
19548,2596
19549,2592
19550,2601
19551,2596
19552,2581
19553,2592
19554,2591
19555,2588
19556,2579
19557,2591
19558,2586
19559,2580
19560,2593
19561,2579
19562,2580
19563,2591
19564,2578
19565,2578
19566,2569
19567,2591
19568,2567
19569,2577
19570,2595
19571,2571
19572,2585
19573,2589
19574,2569
19575,2583
19576,2593
19577,2576
19578,2586
19579,2582
19580,2585
19581,2600
19582,2572
19583,2567
19584,2575
19585,2574
19586,2576
19587,2567
19588,2576
19589,2577
19590,2583
19591,2581
19592,2580
19593,2582
19594,2575
19595,2578
19596,2585
19597,2578
19598,2585
19599,2577
19600,2578
19601,2576
19602,2580
19603,2572
19604,2588
19605,2568
19606,2575
19607,2577
19608,2572
19609,2575
19610,2563
19611,2585
19612,2572
19613,2567
19614,2584
19615,2581
19616,2579
19617,2567
19618,2580
19619,2563
19620,2588
19621,2561
19622,2566
19623,2575
19624,2572
19625,2575
19626,2575
19627,2580
19628,2569
19629,2568
19630,2577
19631,2575
19632,2583
19633,2577
19634,2576
19635,2579
19636,2576
19637,2565
19638,2584
19639,2571
19640,2570
19641,2567
19642,2576
19643,2564
19644,2577
19645,2581
19646,2568
19647,2560
19648,2584
19649,2569
19650,2571
19651,2566
19652,2567
19653,2567
19654,2576
19655,2570
19656,2572
19657,2575
19658,2588
19659,2569
19660,2564
19661,2567
19662,2570
19663,2580
19664,2579
19665,2583
19666,2580
19667,2576
19668,2575
19669,2580
19670,2584
19671,2585
19672,2581
19673,2589
19674,2575
19675,2592
19676,2600
19677,2597
19678,2584
19679,2584
19680,2584
19681,2582
19682,2593
19683,2588
19684,2601
19685,2592
19686,2603
19687,2591
19688,2591
19689,2598
19690,2599
19691,2600
19692,2604
19693,2599
19694,2608
19695,2614
19696,2608
19697,2614
19698,2593
19699,2605
19700,2586
19701,2580
19702,2575
19703,2592
19704,2580
19705,2576
19706,2564
19707,2563
19708,2565
19709,2554
19710,2545
19711,2553
19712,2541
19713,2547
19714,2531
19715,2547
19716,2532
19717,2528
19718,2547
19719,2540
19720,2545
19721,2541
19722,2544
19723,2541
19724,2551
19725,2544
19726,2546
19727,2546
19728,2551
19729,2539
19730,2546
19731,2540
19732,2543
19733,2543
19734,2556
19735,2547
19736,2542
19737,2547
19738,2548
19739,2555
19740,2568
19741,2547
19742,2552
19743,2572
19744,2567
19745,2568
19746,2572
19747,2556
19748,2559
19749,2572
19750,2563
19751,2562
19752,2564
19753,2569
19754,2554
19755,2556
19756,2561
19757,2573
19758,2544
19759,2558
19760,2543
19761,2540
19762,2542
19763,2536
19764,2523
19765,2529
19766,2528
19767,2515
19768,2505
19769,2519
19770,2506
19771,2513
19772,2505
19773,2496
19774,2493
19775,2511
19776,2488
19777,2503
19778,2500
19779,2497
19780,2489
19781,2512
19782,2499
19783,2511
19784,2505
19785,2493
19786,2499
19787,2499
19788,2499
19789,2493
19790,2511
19791,2494
19792,2501
19793,2508
19794,2488
19795,2497
19796,2509
19797,2494
19798,2508
19799,2528
19800,2504
19801,2503
19802,2511
19803,2491
19804,2497
19805,2504
19806,2502
19807,2495
19808,2501
19809,2499
19810,2512
19811,2487
19812,2496
19813,2498
19814,2503
19815,2502
19816,2495
19817,2501
19818,2497
19819,2499
19820,2515
19821,2510
19822,2497
19823,2513
19824,2509
19825,2497
19826,2495
19827,2492
19828,2491
19829,2499
19830,2497
19831,2500
19832,2500
19833,2503
19834,2509
19835,2504
19836,2478
19837,2499
19838,2497
19839,2500
19840,2507
19841,2504
19842,2485
19843,2485
19844,2482
19845,2492
19846,2506
19847,2493
19848,2501
19849,2509
19850,2489
19851,2502
19852,2510
19853,2499
19854,2482
19855,2495
19856,2485
19857,2486
19858,2499
19859,2497
19860,2516
19861,2487
19862,2497
19863,2509
19864,2483
19865,2490
19866,2494
19867,2498
19868,2499
19869,2504
19870,2487
19871,2496
19872,2495
19873,2495
19874,2496
19875,2489
19876,2488
19877,2493
19878,2483
19879,2493
19880,2480
19881,2481
19882,2492
19883,2494
19884,2499
19885,2484
19886,2496
19887,2488
19888,2497
19889,2507
19890,2495
19891,2492
19892,2483
19893,2484
19894,2483
19895,2492
19896,2497
19897,2497
19898,2477
19899,2482
19900,2474
19901,2488
19902,2488
19903,2497
19904,2500
19905,2483
19906,2502
19907,2487
19908,2484
19909,2496
19910,2475
19911,2493
19912,2487
19913,2484
19914,2482
19915,2495
19916,2482
19917,2481
19918,2489
19919,2491
19920,2494
19921,2490
19922,2483
19923,2476
19924,2478
19925,2488
19926,2490
19927,2478
19928,2493
19929,2480
19930,2476
19931,2476
19932,2483
19933,2489
19934,2487
19935,2476
19936,2497
19937,2493
19938,2488
19939,2492
19940,2481
19941,2485
19942,2492
19943,2486
19944,2494
19945,2500
19946,2479
19947,2490
19948,2484
19949,2492
19950,2473
19951,2473
19952,2476
19953,2479
19954,2481
19955,2481
19956,2485
19957,2481
19958,2493
19959,2477
19960,2475
19961,2475
19962,2489
19963,2472
19964,2488
19965,2471
19966,2478
19967,2476
19968,2493
19969,2475
19970,2476
19971,2463
19972,2481
19973,2492
19974,2480
19975,2486
19976,2474
19977,2478
19978,2489
19979,2472
19980,2462
19981,2485
19982,2466
19983,2478
19984,2476
19985,2464
19986,2483
19987,2472
19988,2487
19989,2488
19990,2487
19991,2478
19992,2490
19993,2488
19994,2480
19995,2479
19996,2465
19997,2482
19998,2487
19999,2486
20000,2479
20001,2463
20002,2476
20003,2471
20004,2467
20005,2462
20006,2480
20007,2480
20008,2485
20009,2481
20010,2471
20011,2483
20012,2464
20013,2470
20014,2469
20015,2480
20016,2477
20017,2471
20018,2476
20019,2476
20020,2472
20021,2473
20022,2469
20023,2486
20024,2470
20025,2481
20026,2472
20027,2472
20028,2472
20029,2468
20030,2461
20031,2464
20032,2468
20033,2467
20034,2466
20035,2469
20036,2458
20037,2460
20038,2470
20039,2464
