observation,soil
12178,2907
12179,2904
12180,2911
12181,2911
12182,2912
12183,2909
12184,2911
12185,2904
12186,2908
12187,2907
12188,2905
12189,2895
12190,2895
12191,2905
12192,2905
12193,2911
12194,2899
12195,2906
12196,2892
12197,2909
12198,2909
12199,2912
12200,2906
12201,2907
12202,2913
12203,2904
12204,2899
12205,2909
12206,2908
12207,2908
12208,2909
12209,2898
12210,2911
12211,2903
12212,2901
12213,2904
12214,2907
12215,2893
12216,2904
12217,2909
12218,2890
12219,2908
12220,2910
12221,2904
12222,2897
12223,2903
12224,2904
12225,2911
12226,2912
12227,2906
12228,2900
12229,2901
12230,2908
12231,2904
12232,2897
12233,2895
12234,2904
12235,2905
12236,2908
12237,2906
12238,2898
12239,2900
12240,2889
12241,2905
12242,2912
12243,2899
12244,2896
12245,2906
12246,2899
12247,2897
12248,2887
12249,2928
12250,2884
12251,2910
12252,2891
12253,2900
12254,2906
12255,2906
12256,2896
12257,2906
12258,2903
12259,2893
12260,2898
12261,2902
12262,2909
12263,2899
12264,2886
12265,2902
12266,2897
12267,2892
12268,2902
12269,2894
12270,2895
12271,2894
12272,2903
12273,2903
12274,2897
12275,2896
12276,2906
12277,2916
12278,2902
12279,2899
12280,2895
12281,2893
12282,2899
12283,2902
12284,2900
12285,2898
12286,2892
12287,2900
12288,2907
12289,2897
12290,2879
12291,2895
12292,2899
12293,2892
12294,2900
12295,2895
12296,2891
12297,2894
12298,2893
12299,2895
12300,2895
12301,2899
12302,2899
12303,2905
12304,2889
12305,2894
12306,2899
12307,2908
12308,2893
12309,2892
12310,2904
12311,2904
12312,2895
12313,2889
12314,2881
12315,2890
12316,2889
12317,2893
12318,2897
12319,2898
12320,2899
12321,2889
12322,2903
12323,2895
12324,2891
12325,2899
12326,2900
12327,2896
12328,2893
12329,2903
12330,2895
12331,2896
12332,2896
12333,2888
12334,2879
12335,2886
12336,2892
12337,2904
12338,2898
12339,2887
12340,2892
12341,2891
12342,2894
12343,2886
12344,2899
12345,2899
12346,2890
12347,2889
12348,2904
12349,2887
12350,2891
12351,2886
12352,2896
12353,2892
12354,2891
12355,2883
12356,2892
12357,2896
12358,2898
12359,2879
12360,2881
12361,2900
12362,2895
12363,2883
12364,2883
12365,2889
12366,2880
12367,2890
12368,2888
12369,2885
12370,2886
12371,2897
12372,2896
12373,2893
12374,2888
12375,2899
12376,2891
12377,2887
12378,2883
12379,2892
12380,2893
12381,2875
12382,2882
12383,2884
12384,2892
12385,2888
12386,2888
12387,2879
12388,2888
12389,2880
12390,2884
12391,2884
12392,2882
12393,2885
12394,2886
12395,2883
12396,2887
12397,2881
12398,2866
12399,2882
12400,2874
12401,2879
12402,2884
12403,2894
12404,2877
12405,2873
12406,2887
12407,2877
12408,2886
12409,2873
12410,2889
12411,2884
12412,2883
12413,2881
12414,2882
12415,2880
12416,2882
12417,2884
12418,2887
12419,2881
12420,2883
12421,2896
12422,2874
12423,2878
12424,2880
12425,2885
12426,2892
12427,2888
12428,2887
12429,2872
12430,2874
12431,2878
12432,2880
12433,2891
12434,2881
12435,2874
12436,2875
12437,2870
12438,2881
12439,2876
12440,2883
12441,2884
12442,2872
12443,2872
12444,2881
12445,2876
12446,2879
12447,2869
12448,2883
12449,2880
12450,2877
12451,2872
12452,2880
12453,2863
12454,2878
12455,2888
12456,2876
12457,2876
12458,2877
12459,2873
12460,2875
12461,2896
12462,2872
12463,2871
12464,2879
12465,2879
12466,2865
12467,2881
12468,2890
12469,2883
12470,2871
12471,2878
12472,2873
12473,2867
12474,2868
12475,2866
12476,2863
12477,2876
12478,2873
12479,2880
12480,2879
12481,2880
12482,2871
12483,2887
12484,2878
12485,2878
12486,2860
12487,2872
12488,2874
12489,2864
12490,2881
12491,2865
12492,2879
12493,2872
12494,2880
12495,2871
12496,2876
12497,2871
12498,2854
12499,2863
12500,2867
12501,2887
12502,2872
12503,2879
12504,2870
12505,2883
12506,2876
12507,2878
12508,2884
12509,2883
12510,2875
12511,2878
12512,2872
12513,2878
12514,2878
12515,2876
12516,2871
12517,2868
12518,2880
12519,2878
12520,2876
12521,2872
12522,2887
12523,2875
12524,2865
12525,2876
12526,2868
12527,2876
12528,2865
12529,2863
12530,2863
12531,2867
12532,2874
12533,2870
12534,2877
12535,2871
12536,2872
12537,2872
12538,2871
12539,2868
12540,2867
12541,2859
12542,2870
12543,2865
12544,2875
12545,2866
12546,2883
12547,2872
12548,2878
12549,2872
12550,2872
12551,2868
12552,2866
12553,2861
12554,2872
12555,2879
12556,2866
12557,2871
12558,2880
12559,2876
12560,2872
12561,2868
12562,2876
12563,2872
12564,2860
12565,2863
12566,2871
12567,2873
12568,2871
12569,2864
12570,2872
12571,2863
12572,2874
12573,2868
12574,2875
12575,2880
12576,2862
12577,2859
12578,2869
12579,2859
12580,2861
12581,2863
12582,2860
12583,2862
12584,2876
12585,2873
12586,2874
12587,2866
12588,2869
12589,2872
12590,2859
12591,2881
12592,2875
12593,2885
12594,2865
12595,2867
12596,2866
12597,2862
12598,2867
12599,2865
12600,2878
12601,2881
12602,2865
12603,2872
12604,2856
12605,2864
12606,2859
12607,2858
12608,2863
12609,2860
12610,2868
12611,2863
12612,2869
12613,2872
12614,2854
12615,2869
12616,2859
12617,2855
12618,2871
12619,2870
12620,2872
12621,2864
12622,2870
12623,2869
12624,2861
12625,2864
12626,2865
12627,2863
12628,2856
12629,2871
12630,2864
12631,2862
12632,2852
12633,2873
12634,2861
12635,2866
12636,2875
12637,2874
12638,2856
12639,2859
12640,2864
12641,2865
12642,2867
12643,2874
12644,2863
12645,2864
12646,2873
12647,2876
12648,2866
12649,2865
12650,2879
12651,2861
12652,2873
12653,2865
12654,2873
12655,2853
12656,2864
12657,2874
12658,2870
12659,2860
12660,2862
12661,2865
12662,2865
12663,2868
12664,2869
12665,2869
12666,2872
12667,2864
12668,2875
12669,2862
12670,2880
12671,2865
12672,2871
12673,2872
12674,2859
12675,2850
12676,2859
12677,2871
12678,2883
12679,2859
12680,2867
12681,2856
12682,2857
12683,2876
12684,2870
12685,2858
12686,2863
12687,2874
12688,2862
12689,2868
12690,2856
12691,2872
12692,2865
12693,2876
12694,2875
12695,2864
12696,2863
12697,2874
12698,2864
12699,2867
12700,2870
12701,2874
12702,2865
12703,2869
12704,2870
12705,2867
12706,2870
12707,2867
12708,2870
12709,2862
12710,2872
12711,2865
12712,2864
12713,2857
12714,2865
12715,2859
12716,2871
12717,2863
12718,2869
12719,2872
12720,2876
12721,2871
12722,2863
12723,2861
12724,2864
12725,2868
12726,2870
12727,2869
12728,2867
12729,2876
12730,2872
12731,2863
12732,2873
12733,2872
12734,2861
12735,2869
12736,2873
12737,2867
12738,2867
12739,2854
12740,2876
12741,2880
12742,2878
12743,2869
12744,2879
12745,2876
12746,2876
12747,2865
12748,2872
12749,2880
12750,2876
12751,2876
12752,2871
12753,2874
12754,2871
12755,2876
12756,2879
12757,2877
12758,2869
12759,2879
12760,2871
12761,2862
12762,2872
12763,2870
12764,2880
12765,2868
12766,2868
12767,2883
12768,2871
12769,2876
12770,2872
12771,2881
12772,2872
12773,2872
12774,2881
12775,2872
12776,2872
12777,2875
12778,2884
12779,2869
12780,2863
12781,2878
12782,2869
12783,2869
12784,2869
12785,2871
12786,2866
12787,2873
12788,2874
12789,2872
12790,2868
12791,2881
12792,2888
12793,2865
12794,2868
12795,2865
12796,2876
12797,2866
12798,2870
12799,2864
12800,2874
12801,2873
12802,2876
12803,2872
12804,2871
12805,2875
12806,2875
12807,2882
12808,2860
12809,2877
12810,2863
12811,2877
12812,2873
12813,2872
12814,2868
12815,2871
12816,2871
12817,2870
12818,2876
12819,2884
12820,2872
12821,2871
12822,2880
12823,2865
12824,2888
12825,2879
12826,2875
12827,2887
12828,2875
12829,2878
12830,2873
12831,2871
12832,2873
12833,2878
12834,2879
12835,2876
12836,2877
12837,2877
12838,2884
12839,2876
12840,2872
12841,2872
12842,2879
12843,2872
12844,2881
12845,2888
12846,2866
12847,2867
12848,2871
12849,2872
12850,2864
12851,2872
12852,2863
12853,2867
12854,2857
12855,2860
12856,2863
12857,2854
12858,2849
12859,2868
12860,2864
12861,2859
12862,2864
12863,2864
12864,2855
12865,2853
12866,2868
12867,2868
12868,2867
12869,2860
12870,2859
12871,2852
12872,2884
12873,2855
12874,2859
12875,2851
12876,2876
12877,2859
12878,2870
12879,2859
12880,2857
12881,2857
12882,2860
12883,2860
12884,2855
12885,2851
12886,2860
12887,2867
12888,2855
12889,2852
12890,2853
12891,2861
12892,2852
12893,2855
12894,2855
12895,2860
12896,2855
12897,2859
12898,2871
12899,2860
12900,2857
12901,2859
12902,2864
12903,2866
12904,2858
12905,2861
12906,2852
12907,2851
12908,2863
12909,2853
12910,2860
12911,2852
12912,2856
12913,2864
12914,2850
12915,2864
12916,2854
12917,2863
12918,2854
12919,2849
12920,2861
12921,2862
12922,2860
12923,2852
12924,2861
12925,2865
12926,2854
12927,2860
12928,2858
12929,2855
12930,2855
12931,2875
12932,2872
12933,2857
12934,2854
12935,2859
12936,2868
12937,2870
12938,2864
12939,2860
12940,2859
12941,2870
12942,2863
12943,2865
12944,2864
12945,2874
12946,2868
12947,2869
12948,2868
12949,2855
12950,2869
12951,2855
12952,2864
12953,2862
12954,2882
12955,2875
12956,2864
12957,2873
12958,2859
12959,2860
12960,2850
12961,2860
12962,2865
12963,2860
12964,2863
12965,2864
12966,2875
12967,2861
12968,2868
12969,2855
12970,2861
12971,2858
12972,2861
12973,2860
12974,2860
12975,2865
12976,2876
12977,2865
12978,2873
12979,2861
12980,2865
12981,2865
12982,2861
12983,2867
12984,2874
12985,2864
12986,2875
12987,2859
12988,2866
12989,2868
12990,2871
12991,2864
12992,2877
12993,2864
12994,2861
12995,2861
12996,2872
12997,2864
12998,2866
12999,2866
13000,2865
13001,2852
13002,2867
13003,2853
13004,2867
13005,2860
13006,2859
13007,2857
13008,2870
13009,2868
13010,2877
13011,2867
13012,2878
13013,2861
13014,2858
13015,2873
13016,2853
13017,2867
13018,2862
13019,2867
13020,2858
13021,2855
13022,2844
13023,2855
13024,2856
13025,2853
13026,2868
13027,2864
13028,2850
13029,2856
13030,2851
13031,2861
13032,2857
13033,2864
13034,2858
13035,2860
13036,2869
13037,2855
13038,2862
13039,2866
13040,2864
13041,2848
13042,2852
13043,2850
13044,2864
13045,2859
13046,2848
13047,2854
13048,2847
13049,2856
13050,2864
13051,2844
13052,2854
13053,2847
13054,2847
13055,2868
13056,2850
13057,2862
13058,2870
13059,2855
13060,2854
13061,2864
13062,2856
13063,2853
13064,2856
13065,2859
13066,2864
13067,2867
13068,2850
13069,2859
13070,2851
13071,2860
13072,2853
13073,2847
13074,2860
13075,2847
13076,2855
13077,2852
13078,2849
13079,2858
13080,2850
13081,2860
13082,2863
13083,2862
13084,2864
13085,2865
13086,2856
13087,2851
13088,2848
13089,2852
13090,2855
13091,2864
13092,2848
13093,2853
13094,2862
13095,2864
13096,2847
13097,2845
13098,2857
13099,2858
13100,2860
13101,2859
13102,2852
13103,2850
13104,2849
13105,2855
13106,2858
13107,2850
13108,2857
13109,2852
13110,2846
13111,2839
13112,2844
13113,2846
13114,2846
13115,2845
13116,2843
13117,2857
13118,2849
13119,2857
13120,2853
13121,2837
13122,2839
13123,2838
13124,2855
13125,2852
13126,2854
13127,2853
13128,2852
13129,2839
13130,2833
13131,2840
13132,2856
13133,2855
13134,2859
13135,2856
13136,2849
13137,2848
13138,2849
13139,2856
13140,2849
13141,2840
13142,2847
13143,2838
13144,2847
13145,2831
13146,2854
13147,2851
13148,2855
13149,2847
13150,2848
13151,2847
13152,2853
13153,2847
13154,2847
13155,2840
13156,2832
13157,2852
13158,2864
13159,2855
13160,2845
13161,2854
13162,2843
13163,2847
13164,2847
13165,2841
13166,2843
13167,2856
13168,2852
13169,2855
13170,2849
13171,2850
13172,2855
13173,2848
13174,2852
13175,2849
13176,2851
13177,2839
13178,2861
13179,2848
13180,2855
13181,2845
13182,2847
13183,2849
13184,2829
13185,2855
13186,2852
13187,2851
13188,2839
13189,2845
13190,2841
13191,2851
13192,2852
13193,2856
13194,2848
13195,2834
13196,2843
13197,2848
13198,2839
13199,2844
13200,2852
13201,2836
13202,2856
13203,2851
13204,2839
13205,2839
13206,2862
13207,2847
13208,2857
13209,2855
13210,2849
13211,2843
13212,2845
13213,2847
13214,2855
13215,2843
13216,2848
13217,2845
13218,2849
13219,2849
13220,2848
13221,2848
13222,2840
13223,2850
13224,2838
13225,2829
13226,2845
13227,2832
13228,2844
13229,2840
13230,2836
13231,2851
13232,2839
13233,2852
13234,2837
13235,2837
13236,2845
13237,2855
13238,2848
13239,2833
13240,2824
13241,2854
13242,2856
13243,2853
13244,2831
13245,2829
13246,2839
13247,2834
13248,2834
13249,2840
13250,2838
13251,2840
13252,2844
13253,2830
13254,2828
13255,2833
13256,2831
13257,2838
13258,2827
13259,2823
13260,2832
13261,2825
13262,2841
13263,2834
13264,2832
13265,2827
13266,2827
13267,2826
13268,2822
13269,2833
13270,2837
13271,2839
13272,2833
13273,2824
13274,2819
13275,2836
13276,2836
13277,2831
13278,2842
13279,2836
13280,2833
13281,2819
13282,2840
13283,2835
13284,2831
13285,2841
13286,2841
13287,2828
13288,2829
13289,2831
13290,2835
13291,2831
13292,2831
13293,2826
13294,2832
13295,2839
13296,2824
13297,2842
13298,2836
13299,2829
13300,2831
13301,2820
13302,2823
13303,2827
13304,2833
13305,2843
13306,2836
13307,2831
13308,2835
13309,2837
13310,2825
13311,2827
13312,2829
13313,2824
13314,2826
13315,2839
13316,2837
13317,2848
13318,2832
13319,2833
13320,2817
13321,2822
13322,2823
13323,2822
13324,2832
13325,2832
13326,2829
13327,2825
13328,2842
13329,2825
13330,2839
13331,2829
13332,2828
13333,2836
13334,2838
13335,2828
13336,2833
13337,2829
13338,2825
13339,2823
13340,2826
13341,2840
13342,2819
13343,2834
13344,2828
13345,2843
13346,2840
13347,2825
13348,2841
13349,2824
13350,2854
13351,2827
13352,2831
13353,2825
13354,2840
13355,2829
13356,2825
13357,2821
13358,2833
13359,2824
13360,2828
13361,2823
13362,2833
13363,2825
13364,2832
13365,2830
13366,2834
13367,2825
13368,2816
13369,2832
13370,2830
13371,2827
13372,2828
13373,2826
13374,2825
13375,2815
13376,2817
13377,2823
13378,2821
13379,2815
13380,2820
13381,2828
13382,2832
13383,2821
13384,2829
13385,2817
13386,2817
13387,2829
13388,2812
13389,2817
13390,2822
13391,2828
13392,2823
13393,2831
13394,2809
13395,2821
13396,2835
13397,2826
13398,2826
13399,2828
13400,2814
13401,2835
13402,2825
13403,2828
13404,2820
13405,2828
13406,2834
13407,2825
13408,2819
13409,2826
13410,2827
13411,2833
13412,2834
13413,2808
13414,2824
13415,2819
13416,2830
13417,2816
13418,2827
13419,2812
13420,2817
13421,2819
13422,2824
13423,2817
13424,2836
13425,2826
13426,2831
13427,2821
13428,2828
13429,2823
13430,2816
13431,2820
13432,2821
13433,2813
13434,2818
13435,2814
13436,2823
13437,2820
13438,2823
13439,2832
13440,2815
13441,2821
13442,2815
13443,2816
13444,2815
13445,2820
13446,2816
13447,2827
13448,2823
13449,2834
13450,2814
13451,2828
13452,2815
13453,2814
13454,2827
13455,2820
13456,2819
13457,2819
13458,2807
13459,2824
13460,2828
13461,2824
13462,2825
13463,2818
13464,2808
13465,2822
13466,2824
13467,2825
13468,2810
13469,2824
13470,2832
13471,2817
13472,2827
13473,2816
13474,2818
13475,2828
13476,2812
13477,2829
13478,2830
13479,2819
13480,2817
13481,2829
13482,2813
13483,2824
13484,2817
13485,2816
13486,2816
13487,2805
13488,2808
13489,2810
13490,2821
13491,2829
13492,2804
13493,2813
13494,2818
13495,2808
13496,2808
13497,2816
13498,2819
13499,2803
13500,2823
13501,2823
13502,2820
13503,2815
13504,2816
13505,2816
13506,2820
13507,2815
13508,2816
13509,2813
13510,2817
13511,2801
13512,2807
13513,2811
13514,2820
13515,2817
13516,2822
13517,2804
13518,2809
13519,2818
13520,2818
13521,2816
13522,2803
13523,2820
13524,2824
13525,2816
13526,2811
13527,2828
13528,2808
13529,2815
13530,2830
13531,2807
13532,2810
13533,2820
13534,2809
13535,2810
13536,2815
13537,2807
13538,2810
13539,2816
13540,2815
13541,2803
13542,2815
13543,2812
13544,2816
13545,2822
13546,2810
13547,2815
13548,2808
13549,2815
13550,2818
13551,2815
13552,2800
13553,2823
13554,2816
13555,2814
13556,2806
13557,2805
13558,2819
13559,2824
13560,2806
13561,2794
13562,2817
13563,2807
13564,2817
13565,2816
13566,2808
13567,2812
13568,2813
13569,2817
13570,2815
13571,2811
13572,2806
13573,2813
13574,2807
13575,2818
13576,2816
13577,2811
13578,2816
13579,2802
13580,2814
13581,2810
13582,2817
13583,2817
13584,2811
13585,2804
13586,2801
13587,2813
13588,2806
13589,2800
13590,2803
13591,2817
13592,2805
13593,2812
13594,2814
13595,2804
13596,2799
13597,2808
13598,2799
13599,2812
13600,2811
13601,2799
13602,2816
13603,2805
13604,2818
13605,2814
13606,2809
13607,2815
13608,2797
13609,2799
13610,2799
13611,2817
13612,2807
13613,2807
13614,2811
13615,2812
13616,2805
13617,2815
13618,2804
13619,2811
13620,2804
13621,2803
13622,2797
13623,2806
13624,2809
13625,2811
13626,2813
13627,2812
13628,2798
13629,2801
13630,2812
13631,2794
13632,2812
13633,2804
13634,2808
13635,2804
13636,2798
13637,2799
13638,2807
13639,2804
13640,2807
13641,2809
13642,2811
13643,2804
13644,2808
13645,2809
13646,2802
13647,2808
13648,2812
13649,2795
13650,2816
13651,2795
13652,2805
13653,2801
13654,2816
13655,2801
13656,2809
13657,2811
13658,2799
13659,2811
13660,2800
13661,2791
13662,2812
13663,2805
13664,2799
13665,2796
13666,2798
13667,2811
13668,2799
13669,2802
13670,2811
13671,2797
13672,2807
13673,2791
13674,2793
13675,2788
13676,2807
13677,2800
13678,2801
13679,2812
13680,2807
13681,2814
13682,2796
13683,2814
13684,2806
13685,2793
13686,2795
13687,2801
13688,2806
13689,2804
13690,2807
13691,2812
13692,2794
13693,2793
13694,2795
13695,2810
13696,2793
13697,2806
13698,2800
13699,2800
13700,2801
13701,2808
13702,2797
13703,2816
13704,2802
13705,2799
13706,2802
13707,2816
13708,2789
13709,2791
13710,2803
13711,2801
13712,2797
13713,2803
13714,2785
13715,2803
13716,2798
13717,2801
13718,2784
13719,2792
13720,2800
13721,2795
13722,2785
13723,2812
13724,2799
13725,2796
13726,2794
13727,2803
13728,2789
13729,2792
13730,2803
13731,2794
13732,2788
13733,2788
13734,2799
13735,2796
13736,2798
13737,2799
13738,2808
13739,2788
13740,2792
13741,2795
13742,2797
13743,2791
13744,2800
13745,2790
13746,2789
13747,2782
13748,2783
13749,2787
13750,2797
13751,2802
13752,2791
13753,2795
13754,2795
13755,2807
13756,2784
13757,2797
13758,2793
13759,2807
13760,2795
13761,2795
13762,2794
13763,2793
13764,2800
13765,2787
13766,2798
13767,2802
13768,2791
13769,2801
13770,2784
13771,2802
13772,2788
13773,2788
13774,2800
13775,2797
13776,2791
13777,2797
13778,2784
13779,2789
13780,2794
13781,2808
13782,2799
13783,2796
13784,2784
13785,2799
13786,2790
13787,2783
13788,2802
13789,2786
13790,2798
13791,2780
13792,2791
13793,2787
13794,2791
13795,2791
13796,2803
13797,2784
13798,2796
13799,2788
13800,2787
13801,2798
13802,2803
13803,2794
13804,2784
13805,2796
13806,2800
13807,2791
13808,2791
13809,2793
13810,2783
13811,2795
13812,2783
13813,2808
13814,2775
13815,2800
13816,2785
13817,2792
13818,2793
13819,2782
13820,2783
13821,2791
13822,2793
13823,2792
13824,2788
13825,2798
13826,2786
13827,2799
13828,2776
13829,2789
13830,2778
13831,2782
13832,2791
13833,2796
13834,2791
13835,2780
13836,2796
13837,2787
13838,2789
13839,2778
13840,2799
13841,2792
13842,2783
13843,2800
13844,2797
13845,2780
13846,2785
13847,2786
13848,2786
13849,2785
13850,2784
13851,2795
13852,2789
13853,2781
13854,2778
13855,2776
13856,2790
13857,2783
13858,2787
13859,2782
13860,2782
13861,2783
13862,2790
13863,2789
13864,2783
13865,2788
13866,2791
13867,2784
13868,2789
13869,2795
13870,2785
13871,2780
13872,2786
13873,2783
13874,2776
13875,2784
13876,2793
13877,2779
13878,2778
13879,2783
13880,2776
13881,2798
13882,2779
13883,2773
13884,2796
13885,2786
13886,2791
13887,2780
13888,2784
13889,2788
13890,2785
13891,2786
13892,2795
13893,2776
13894,2773
13895,2784
13896,2781
13897,2781
13898,2781
13899,2782
13900,2789
13901,2784
13902,2780
13903,2778
13904,2794
13905,2794
13906,2776
13907,2776
13908,2780
13909,2778
13910,2777
13911,2777
13912,2785
13913,2790
13914,2771
13915,2785
13916,2791
13917,2777
13918,2784
13919,2784
13920,2784
13921,2781
13922,2778
13923,2776
13924,2780
13925,2788
13926,2776
13927,2777
13928,2789
13929,2784
13930,2786
13931,2783
13932,2783
13933,2776
13934,2777
13935,2776
13936,2788
13937,2775
13938,2767
13939,2782
13940,2775
13941,2783
13942,2781
13943,2787
13944,2772
13945,2770
13946,2785
13947,2774
13948,2787
13949,2777
13950,2776
13951,2781
13952,2787
13953,2777
13954,2790
13955,2781
13956,2777
13957,2779
13958,2785
13959,2789
13960,2771
13961,2775
13962,2782
13963,2785
13964,2778
13965,2782
13966,2771
13967,2772
13968,2768
13969,2775
13970,2773
13971,2785
13972,2780
13973,2776
13974,2776
13975,2775
13976,2776
13977,2774
13978,2775
13979,2771
13980,2776
13981,2771
13982,2780
13983,2767
13984,2779
13985,2763
13986,2767
13987,2775
13988,2778
13989,2780
13990,2772
13991,2764
13992,2760
13993,2774
13994,2766
13995,2780
13996,2771
13997,2784
13998,2765
13999,2769
14000,2768
14001,2769
14002,2775
14003,2777
14004,2781
14005,2762
14006,2778
14007,2765
14008,2764
14009,2764
14010,2780
14011,2770
14012,2766
14013,2759
14014,2768
14015,2771
14016,2764
14017,2770
14018,2771
14019,2766
14020,2771
14021,2775
14022,2776
14023,2761
14024,2755
14025,2781
14026,2769
14027,2765
14028,2771
14029,2759
14030,2776
14031,2768
14032,2764
14033,2779
14034,2769
14035,2758
14036,2762
14037,2759
14038,2767
14039,2769
14040,2768
14041,2756
14042,2772
14043,2758
14044,2769
14045,2756
14046,2769
14047,2768
14048,2766
14049,2758
14050,2768
14051,2768
14052,2765
14053,2767
14054,2774
14055,2767
14056,2769
14057,2761
14058,2759
14059,2764
14060,2769
14061,2770
14062,2757
14063,2769
14064,2770
14065,2767
14066,2768
14067,2767
14068,2760
14069,2768
14070,2772
14071,2764
14072,2770
14073,2768
14074,2767
14075,2769
14076,2768
14077,2764
14078,2774
14079,2780
14080,2773
14081,2759
14082,2775
14083,2769
14084,2756
14085,2764
14086,2768
14087,2756
14088,2773
14089,2761
14090,2768
14091,2775
14092,2769
14093,2759
14094,2754
14095,2771
14096,2761
14097,2769
14098,2769
14099,2762
14100,2756
14101,2761
14102,2766
14103,2772
14104,2760
14105,2767
14106,2753
14107,2766
14108,2762
14109,2755
14110,2759
14111,2764
14112,2769
14113,2768
14114,2766
14115,2759
14116,2757
14117,2755
14118,2753
14119,2760
14120,2759
14121,2763
14122,2755
14123,2759
14124,2764
14125,2771
14126,2749
14127,2777
14128,2759
14129,2755
14130,2759
14131,2768
14132,2750
14133,2752
14134,2755
14135,2760
14136,2757
14137,2748
14138,2758
14139,2745
14140,2756
14141,2752
14142,2768
14143,2765
14144,2768
14145,2757
14146,2753
14147,2762
14148,2756
14149,2757
14150,2743
14151,2756
14152,2754
14153,2760
14154,2761
14155,2768
14156,2759
14157,2747
14158,2742
14159,2760
14160,2759
14161,2758
14162,2764
14163,2755
14164,2758
14165,2747
14166,2752
14167,2748
14168,2758
14169,2756
14170,2756
14171,2754
14172,2753
14173,2759
14174,2743
14175,2755
14176,2739
14177,2755
14178,2761
14179,2744
14180,2740
14181,2752
14182,2752
14183,2748
14184,2765
14185,2746
14186,2749
14187,2743
14188,2759
14189,2748
14190,2739
14191,2745
14192,2752
14193,2751
14194,2743
14195,2756
14196,2751
14197,2748
14198,2759
14199,2740
14200,2757
14201,2753
14202,2750
14203,2748
14204,2753
14205,2747
14206,2753
14207,2747
14208,2739
14209,2818
14210,2816
14211,2816
14212,2818
14213,2820
14214,2803
14215,2816
14216,2809
14217,2817
14218,2811
14219,2822
14220,2804
14221,2812
14222,2807
14223,2809
14224,2815
14225,2804
14226,2804
14227,2821
14228,2817
14229,2815
14230,2807
14231,2805
14232,2805
14233,2816
14234,2816
14235,2802
14236,2808
14237,2808
14238,2809
14239,2800
14240,2817
14241,2800
14242,2810
14243,2807
14244,2812
14245,2816
14246,2816
14247,2804
14248,2803
14249,2805
14250,2805
14251,2803
14252,2805
14253,2812
14254,2820
14255,2803
14256,2810
14257,2803
14258,2802
14259,2796
14260,2814
14261,2811
14262,2794
14263,2791
14264,2807
14265,2785
14266,2812
14267,2808
14268,2792
14269,2791
14270,2778
14271,2791
14272,2785
14273,2775
14274,2781
14275,2787
14276,2784
14277,2944
14278,2933
14279,2919
14280,2924
14281,2935
14282,2934
14283,2917
14284,2930
14285,2923
14286,2936
14287,2920
14288,2942
14289,2923
14290,2936
14291,2932
14292,2919
14293,2921
14294,2933
14295,2926
14296,2932
14297,2936
14298,2936
14299,2928
14300,2934
14301,2932
14302,2929
14303,2929
14304,2929
14305,2918
14306,2928
14307,2914
14308,2919
14309,2924
14310,2920
14311,2915
14312,2932
14313,2911
14314,2925
14315,2937
14316,2934
14317,2928
14318,2936
14319,2938
14320,2931
14321,2914
14322,2926
14323,2922
14324,2928
14325,2922
14326,2920
14327,2914
14328,2928
14329,2914
14330,2930
14331,2923
14332,2931
14333,2926
14334,2923
14335,2925
14336,2914
14337,2914
14338,2921
14339,2912
14340,2916
14341,2912
14342,2924
14343,2936
14344,2926
14345,2919
14346,2932
14347,2924
14348,2913
14349,2923
14350,2910
14351,2917
14352,2911
14353,2917
14354,2921
14355,2926
14356,2916
14357,2930
14358,2925
14359,2921
14360,2915
14361,2920
14362,2917
14363,2918
14364,2911
14365,2925
14366,2940
14367,2912
14368,2919
14369,2928
14370,2919
14371,2911
14372,2920
14373,2920
14374,2921
14375,2928
14376,2920
14377,2906
14378,2917
14379,2917
14380,2914
14381,2916
14382,2917
14383,2917
14384,2910
14385,2909
14386,2920
14387,2916
14388,2928
14389,2912
14390,2919
14391,2920
14392,2927
14393,2917
14394,2906
14395,2904
14396,2922
14397,2915
14398,2915
14399,2913
14400,2918
14401,2919
14402,2907
14403,2921
14404,2919
14405,2918
14406,2912
14407,2914
14408,2912
14409,2916
14410,2915
14411,2916
14412,2911
14413,2902
14414,2916
14415,2914
14416,2904
14417,2920
14418,2914
14419,2921
14420,2899
14421,2920
14422,2908
14423,2911
14424,2916
14425,2907
14426,2917
14427,2914
14428,2913
14429,2899
14430,2920
14431,2913
14432,2907
14433,2905
14434,2903
14435,2907
14436,2923
14437,2924
14438,2923
14439,2906
14440,2910
14441,2911
14442,2904
14443,2908
14444,2912
14445,2916
14446,2918
14447,2900
14448,2893
14449,2909
14450,2908
14451,2924
14452,2902
14453,2914
14454,2902
14455,2899
14456,2917
14457,2919
14458,2904
14459,2911
14460,2922
14461,2919
14462,2914
14463,2918
14464,2901
14465,2902
14466,2910
14467,2919
14468,2921
14469,2905
14470,2923
14471,2919
14472,2904
14473,2911
14474,2919
14475,2920
14476,2902
14477,2909
14478,2918
14479,2902
14480,2895
14481,2911
14482,2912
14483,2898
14484,2912
14485,2893
14486,2899
14487,2917
14488,2910
14489,2910
14490,2897
14491,2895
14492,2907
14493,2906
14494,2907
14495,2907
14496,2913
14497,2899
14498,2911
14499,2911
14500,2900
14501,2904
14502,2908
14503,2893
14504,2912
14505,2903
14506,2905
14507,2905
14508,2905
14509,2912
